RESERVOIR,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,YEAR,MONTH,DATE,DAY
K.R.S,10.72,79.85,415.0,3912.0,2015,5,26,145
K.R.S,10.41,79.14,445.0,3906.0,2015,5,27,146
K.R.S,10.14,78.49,820.0,3901.0,2015,5,28,147
K.R.S,9.85,72.23,624.0,3896.0,2015,5,29,148
K.R.S,9.6,77.19,922.0,2898.0,2015,5,30,149
K.R.S,9.41,80.55,823.0,2898.0,2015,5,31,150
K.R.S,9.24,76.27,942.0,2898.0,2015,6,1,151
K.R.S,9.25,76.30,652.0,438.0,2015,6,2,152
K.R.S,9.26,76.34,698.0,438.0,2015,6,3,153
K.R.S,9.29,76.40,790.0,439.0,2015,6,4,154
K.R.S,9.33,76.50,872.0,339.0,2015,6,5,155
K.R.S,9.36,76.58,681.0,239.0,2015,6,6,156
K.R.S,9.38,76.63,544.0,239.0,2015,6,7,157
K.R.S,9.39,76.67,499.0,239.0,2015,6,8,158
K.R.S,9.41,76.71,498.0,239.0,2015,6,9,159
K.R.S,9.42,76.74,453.0,239.0,2015,6,10,160
K.R.S,9.43,76.76,407.0,239.0,2015,6,11,161
K.R.S,9.44,76.78,407.0,239.0,2015,6,12,162
K.R.S,9.44,76.80,407.0,239.0,2015,6,13,163
K.R.S,9.46,76.83,453.0,239.0,2015,6,14,164
K.R.S,9.47,76.87,499.0,239.0,2015,6,15,165
K.R.S,9.48,76.89,407.0,239.0,2015,6,16,166
K.R.S,9.5,76.93,499.0,240.0,2015,6,17,167
K.R.S,9.52,76.98,541.0,240.0,2015,6,18,168
K.R.S,9.56,77.10,876.0,240.0,2015,6,19,169
K.R.S,9.63,77.26,1069.0,240.0,2015,6,20,170
K.R.S,9.83,77.75,2625.0,241.0,2015,6,21,171
K.R.S,10.96,80.40,13469.0,252.0,2015,6,22,172
K.R.S,13.17,85,25877.0,280.0,2015,6,23,173
K.R.S,15.35,89,29363.0,4014.0,2015,6,24,174
K.R.S,16.91,91.60,27569.0,9344.0,2015,6,25,175
K.R.S,18.63,94.25,28248.0,8254.0,2015,6,26,176
K.R.S,20.7,97.20,28444.0,351.0,2015,6,27,177
K.R.S,23.81,101.25,36510.0,361.0,2015,6,28,178
K.R.S,26.64,104.60,33287.0,384.0,2015,6,29,179
K.R.S,28.26,106.40,19349.0,419.0,2015,6,30,180
K.R.S,29.0,107.20,9209.0,438.0,2015,7,1,181
K.R.S,29.38,107.60,4972.0,452.0,2015,7,2,182
K.R.S,29.76,108,4982.0,462.0,2015,7,3,183
K.R.S,30.05,108.30,5033.0,1523.0,2015,7,4,184
K.R.S,30.21,108.47,3575.0,1523.0,2015,7,5,185
K.R.S,30.34,108.60,3333.0,1729.0,2015,7,6,186
K.R.S,30.39,108.65,2438.0,1731.0,2015,7,7,187
K.R.S,30.41,108.67,2101.0,1731.0,2015,7,8,188
K.R.S,30.42,108.68,1988.0,1731.0,2015,7,9,189
K.R.S,30.42,108.68,2210.0,2064.0,2015,7,10,190
K.R.S,30.36,108.62,2600.0,3129.0,2015,7,11,191
K.R.S,30.41,108.67,3939.0,3233.0,2015,7,12,192
K.R.S,30.56,108.83,5173.0,3233.0,2015,7,13,193
K.R.S,30.67,108.94,4625.0,3246.0,2015,7,14,194
K.R.S,30.64,108.91,3370.0,3561.0,2015,7,15,195
K.R.S,30.53,108.80,2642.0,3732.0,2015,7,16,196
K.R.S,30.27,108.53,2891.0,5776.0,2015,7,17,197
K.R.S,29.69,107.93,2557.0,9126.0,2015,7,18,198
K.R.S,29.19,107.40,3372.0,9033.0,2015,7,19,199
K.R.S,29.76,108,15735.0,9035.0,2015,7,20,200
K.R.S,30.97,109.25,23443.0,9214.0,2015,7,21,201
K.R.S,31.55,109.83,16266.0,9460.0,2015,7,22,202
K.R.S,31.68,109.96,12174.0,10543.0,2015,7,23,203
K.R.S,31.47,109.75,9713.0,11992.0,2015,7,24,204
K.R.S,31.12,109.40,7177.0,11065.0,2015,7,25,205
K.R.S,30.73,109,5911.0,10375.0,2015,7,26,206
K.R.S,30.34,108.60,5731.0,10087.0,2015,7,27,207
K.R.S,29.9,108.15,5089.0,10005.0,2015,7,28,208
K.R.S,29.47,107.70,5017.0,9853.0,2015,7,29,209
K.R.S,29.08,107.28,5352.0,9820.0,2015,7,30,210
K.R.S,28.72,106.90,3539.0,7543.0,2015,7,31,211
K.R.S,28.51,106.67,2064.0,4393.0,2015,8,1,212
K.R.S,28.23,106.37,1622.0,4690.0,2015,8,2,213
K.R.S,27.91,106.02,1231.0,4832.0,2015,8,3,214
K.R.S,27.55,105.63,888.0,4823.0,2015,8,4,215
K.R.S,27.18,105.21,823.0,5067.0,2015,8,5,216
K.R.S,27.18,105.21,823.0,5067.0,2015,8,6,217
K.R.S,26.99,105,1383.0,3437.0,2015,8,7,218
K.R.S,27.03,105.05,2662.0,2007.0,2015,8,8,219
K.R.S,27.39,105.45,6311.0,2009.0,2015,8,9,220
K.R.S,27.93,106.05,8417.0,2016.0,2015,8,10,221
K.R.S,28.37,106.52,7188.0,2029.0,2015,8,11,222
K.R.S,28.64,106.82,5381.0,2037.0,2015,8,12,223
K.R.S,29.19,107.40,9332.0,5358.0,2015,8,13,224
K.R.S,29.4,107.62,9991.0,7441.0,2015,8,14,225
K.R.S,29.66,107.90,12953.0,9896.0,2015,8,15,226
K.R.S,29.69,107.93,11558.0,11089.0,2015,8,16,227
K.R.S,29.67,107.91,9994.0,10072.0,2015,8,17,228
K.R.S,29.87,108.12,12206.0,9732.0,2015,8,18,229
K.R.S,30.0,108.25,14201.0,12597.0,2015,8,19,230
K.R.S,30.0,108.25,15030.0,14896.0,2015,8,20,231
K.R.S,29.66,107.90,18324.0,14092.0,2015,8,21,232
K.R.S,29.2,107.41,8333.0,13567.0,2015,8,22,233
K.R.S,28.88,107.07,10742.0,14334.0,2015,8,23,234
K.R.S,28.27,106.41,10295.0,17236.0,2015,8,24,235
K.R.S,27.46,105.53,7334.0,16381.0,2015,8,25,236
K.R.S,27.12,105.15,9343.0,13179.0,2015,8,26,237
K.R.S,26.94,104.95,6959.0,8907.0,2015,8,27,238
K.R.S,26.92,104.92,8208.0,8392.0,2015,8,28,239
K.R.S,26.78,104.76,7250.0,8756.0,2015,8,29,240
K.R.S,26.47,104.41,4367.0,7805.0,2015,8,30,241
K.R.S,26.15,104.05,3382.0,6921.0,2015,8,31,242
K.R.S,25.83,103.67,2585.0,6257.0,2015,9,1,243
K.R.S,25.53,103.33,2317.0,5560.0,2015,9,2,244
K.R.S,25.3,103.05,2234.0,4882.0,2015,9,3,245
K.R.S,25.3,103.05,2500.0,2373.0,2015,9,4,246
K.R.S,25.38,103.15,2851.0,1732.0,2015,9,5,247
K.R.S,25.68,103.50,5331.0,1735.0,2015,9,6,248
K.R.S,26.35,104.28,9673.0,1741.0,2015,9,7,249
K.R.S,26.9,104.90,8186.0,1750.0,2015,9,8,250
K.R.S,27.33,105.38,6867.0,1757.0,2015,9,9,251
K.R.S,27.98,106.10,9431.0,1766.0,2015,9,10,252
K.R.S,28.4,106.56,6955.0,1904.0,2015,9,11,253
K.R.S,28.61,106.78,4755.0,2287.0,2015,9,12,254
K.R.S,28.76,106.95,4241.0,2287.0,2015,9,13,255
K.R.S,28.85,107.04,3407.0,2295.0,2015,9,14,256
K.R.S,28.77,106.96,2849.0,3574.0,2015,9,15,257
K.R.S,28.53,106.70,3463.0,6104.0,2015,9,16,258
K.R.S,28.26,106.40,3405.0,6473.0,2015,9,17,259
K.R.S,28.03,106.15,3470.0,6003.0,2015,9,18,260
K.R.S,27.83,105.94,5068.0,7158.0,2015,9,19,261
K.R.S,27.5,105.57,4564.0,8287.0,2015,9,20,262
K.R.S,27.12,105.15,4014.0,8258.0,2015,9,21,263
K.R.S,26.99,105,6802.0,8232.0,2015,9,22,264
K.R.S,26.82,104.81,6419.0,8220.0,2015,9,23,265
K.R.S,26.43,104.37,5403.0,9747.0,2015,9,24,266
K.R.S,25.79,103.63,6808.0,14016.0,2015,9,25,267
K.R.S,25.36,103.12,11072.0,15999.0,2015,9,26,268
K.R.S,25.13,102.85,12627.0,15111.0,2015,9,27,269
K.R.S,25.17,102.90,15042.0,14434.0,2015,9,28,270
K.R.S,25.34,103.10,12980.0,10896.0,2015,9,29,271
K.R.S,25.56,103.36,10343.0,7638.0,2015,9,30,272
K.R.S,26.08,103.97,12700.0,6525.0,2015,10,1,273
K.R.S,26.45,104.39,10510.0,6087.0,2015,10,2,274
K.R.S,26.6,104.56,7219.0,5329.0,2015,10,3,275
K.R.S,26.58,104.54,4381.0,4423.0,2015,10,4,276
K.R.S,26.99,105,9310.0,4472.0,2015,10,5,277
K.R.S,27.44,105.50,8458.0,3082.0,2015,10,6,278
K.R.S,28.18,106.32,9215.0,418.0,2015,10,7,279
K.R.S,28.66,106.84,6160.0,80358.0,2015,10,8,280
K.R.S,28.98,107.18,4298.0,80729.0,2015,10,9,281
K.R.S,29.34,107.56,4785.0,81142.0,2015,10,10,282
K.R.S,29.63,107.87,4152.0,81501.0,2015,10,11,283
K.R.S,30.0,108.25,5374.0,81965.0,2015,10,12,284
K.R.S,30.37,108.63,5417.0,82433.0,2015,10,13,285
K.R.S,30.58,108.85,4559.0,82827.0,2015,10,14,286
K.R.S,30.5,108.77,3467.0,4187.0,2015,10,15,287
K.R.S,30.37,108.63,3795.0,5187.0,2015,10,16,288
K.R.S,30.16,108.42,3006.0,5185.0,2015,10,17,289
K.R.S,29.98,108.23,3223.0,5177.0,2015,10,18,290
K.R.S,29.71,107.95,2224.0,5174.0,2015,10,19,291
K.R.S,29.43,107.65,2055.0,5165.0,2015,10,20,292
K.R.S,29.17,107.38,2381.0,5163.0,2015,10,21,293
K.R.S,28.89,107.08,2044.0,5154.0,2015,10,22,294
K.R.S,28.59,106.76,1876.0,5146.0,2015,10,23,295
K.R.S,28.28,106.43,1784.0,5140.0,2015,10,24,296
K.R.S,27.94,106.06,1348.0,5132.0,2015,10,25,297
K.R.S,27.58,105.66,1305.0,5323.0,2015,10,26,298
K.R.S,27.25,105.29,1625.0,5317.0,2015,10,27,299
K.R.S,26.93,104.93,1743.0,5313.0,2015,10,28,300
K.R.S,26.88,104.88,4305.0,4652.0,2015,10,29,301
K.R.S,26.74,104.72,3560.0,5025.0,2015,10,30,302
K.R.S,26.62,104.58,3596.0,4858.0,2015,10,31,303
K.R.S,26.47,104.41,3286.0,4853.0,2015,11,1,304
K.R.S,26.72,104.70,6862.0,3558.0,2015,11,2,305
K.R.S,27.39,105.45,10491.0,2617.0,2015,11,3,306
K.R.S,28.15,106.28,12069.0,3210.0,2015,11,4,307
K.R.S,29.04,107.24,12000.0,1542.0,2015,11,5,308
K.R.S,29.93,108.18,10942.0,460.0,2015,11,6,309
K.R.S,30.3,108.56,4883.0,474.0,2015,11,7,310
K.R.S,30.58,108.85,3880.0,481.0,2015,11,8,311
K.R.S,30.77,109.04,3274.0,985.0,2015,11,9,312
K.R.S,31.04,109.32,4485.0,1118.0,2015,11,10,313
K.R.S,31.4,109.68,4793.0,505.0,2015,11,11,314
K.R.S,31.8,110.08,5508.0,738.0,2015,11,12,315
K.R.S,32.1,110.37,4392.0,825.0,2015,11,13,316
K.R.S,32.21,110.48,3273.0,1825.0,2015,11,14,317
K.R.S,32.38,110.65,4290.0,2137.0,2015,11,15,318
K.R.S,32.61,110.89,4883.0,2141.0,2015,11,16,319
K.R.S,32.74,111,3880.0,2196.0,2015,11,17,320
K.R.S,32.59,110.86,2616.0,4114.0,2015,11,18,321
K.R.S,32.42,110.69,3397.0,5248.0,2015,11,19,322
K.R.S,32.4,110.67,3669.0,3752.0,2015,11,20,323
K.R.S,32.34,110.61,3197.0,3752.0,2015,11,21,324
K.R.S,32.35,110.62,2832.0,2562.0,2015,11,22,325
K.R.S,32.4,110.67,3083.0,2349.0,2015,11,23,326
K.R.S,32.49,110.76,3560.0,2349.0,2015,11,24,327
K.R.S,32.54,110.81,3089.0,2350.0,2015,11,25,328
K.R.S,32.48,110.75,2294.0,2850.0,2015,11,26,329
K.R.S,32.33,110.60,1985.0,3601.0,2015,11,27,330
K.R.S,32.12,110.39,2026.0,4348.0,2015,11,28,331
K.R.S,31.87,110.15,1661.0,4336.0,2015,11,29,332
K.R.S,31.65,109.93,1912.0,4333.0,2015,11,30,333
K.R.S,31.44,109.72,2043.0,4321.0,2015,12,1,334
K.R.S,31.33,109.61,2603.0,3720.0,2015,12,2,335
K.R.S,31.33,109.61,2587.0,2439.0,2015,12,3,336
K.R.S,31.47,109.75,2416.0,659.0,2015,12,4,337
K.R.S,31.62,109.90,2532.0,659.0,2015,12,5,338
K.R.S,31.72,110,1962.0,664.0,2015,12,6,339
K.R.S,31.8,110.08,1768.0,675.0,2015,12,7,340
K.R.S,31.88,110.16,1768.0,675.0,2015,12,8,341
K.R.S,31.97,110.25,1886.0,675.0,2015,12,9,342
K.R.S,31.87,110.15,1910.0,2935.0,2015,12,10,343
K.R.S,31.64,109.92,1794.0,4329.0,2015,12,11,344
K.R.S,31.36,109.64,1744.0,4816.0,2015,12,12,345
K.R.S,31.1,109.38,1969.0,4811.0,2015,12,13,346
K.R.S,30.82,109.10,1728.0,4799.0,2015,12,14,347
K.R.S,30.58,108.85,2105.0,4791.0,2015,12,15,348
K.R.S,30.31,108.57,1791.0,4787.0,2015,12,16,349
K.R.S,30.06,108.31,1634.0,4406.0,2015,12,17,350
K.R.S,29.8,108.05,1305.0,4077.0,2015,12,18,351
K.R.S,29.64,107.88,1214.0,2946.0,2015,12,19,352
K.R.S,29.52,107.75,1176.0,2469.0,2015,12,20,353
K.R.S,29.28,107.50,1358.0,3965.0,2015,12,21,354
K.R.S,29.03,107.23,1131.0,3957.0,2015,12,22,355
K.R.S,28.81,107,1068.0,3456.0,2015,12,23,356
K.R.S,28.68,106.86,580.0,1948.0,2015,12,24,357
K.R.S,28.57,106.74,791.0,1945.0,2015,12,25,358
K.R.S,28.47,106.63,898.0,1945.0,2015,12,26,359
K.R.S,28.36,106.51,790.0,1944.0,2015,12,27,360
K.R.S,28.27,106.41,996.0,1937.0,2015,12,28,361
K.R.S,28.21,106.35,1421.0,1934.0,2015,12,29,362
K.R.S,28.12,106.25,1250.0,2191.0,2015,12,30,363
K.R.S,28.01,106.13,1036.0,2191.0,2015,12,31,364
K.R.S,27.89,106,703.0,1965.0,2016,1,1,0
K.R.S,27.78,105.88,616.0,1733.0,2016,1,2,1
K.R.S,27.71,105.80,536.0,1236.0,2016,1,3,2
K.R.S,27.7,105.79,444.0,414.0,2016,1,4,3
K.R.S,27.68,105.77,339.0,414.0,2016,1,5,4
K.R.S,27.66,105.75,339.0,414.0,2016,1,6,5
K.R.S,27.51,105.58,322.0,1959.0,2016,1,7,6
K.R.S,27.23,105.27,375.0,3472.0,2016,1,8,7
K.R.S,26.99,105,789.0,3469.0,2016,1,9,8
K.R.S,26.73,104.71,646.0,3465.0,2016,1,10,9
K.R.S,26.43,104.37,507.0,3956.0,2016,1,11,10
K.R.S,26.15,104.05,829.0,3951.0,2016,1,12,11
K.R.S,25.87,103.72,792.0,3948.0,2016,1,13,12
K.R.S,25.56,103.36,578.0,4019.0,2016,1,14,13
K.R.S,25.25,103,649.0,4089.0,2016,1,15,14
K.R.S,24.92,102.60,644.0,4385.0,2016,1,16,15
K.R.S,24.6,102.22,824.0,4382.0,2016,1,17,16
K.R.S,24.35,101.92,815.0,3581.0,2016,1,18,17
K.R.S,24.08,101.59,582.0,3580.0,2016,1,19,18
K.R.S,23.8,101.24,389.0,3576.0,2016,1,20,19
K.R.S,23.53,100.91,622.0,3574.0,2016,1,21,20
K.R.S,23.29,100.61,926.0,3572.0,2016,1,22,21
K.R.S,23.3,100.62,568.0,366.0,2016,1,23,22
K.R.S,23.29,100.61,384.0,366.0,2016,1,24,23
K.R.S,23.3,100.62,568.0,366.0,2016,1,25,24
K.R.S,23.29,100.61,384.0,366.0,2016,1,26,25
K.R.S,23.28,100.59,292.0,366.0,2016,1,27,26
K.R.S,23.27,100.58,384.0,366.0,2016,1,28,27
K.R.S,23.25,100.56,292.0,366.0,2016,1,29,28
K.R.S,23.24,100.54,292.0,366.0,2016,1,30,29
K.R.S,23.22,100.52,292.0,366.0,2016,1,31,30
K.R.S,22.94,100.16,224.0,3422.0,2016,2,1,31
K.R.S,22.65,99.80,265.0,3417.0,2016,2,2,32
K.R.S,22.38,99.44,298.0,3414.0,2016,2,3,33
K.R.S,22.09,99.07,308.0,3513.0,2016,2,4,34
K.R.S,21.8,98.69,287.0,3512.0,2016,2,5,35
K.R.S,21.52,98.31,302.0,3511.0,2016,2,6,36
K.R.S,21.22,97.92,231.0,3510.0,2016,2,7,37
K.R.S,20.94,97.53,300.0,3509.0,2016,2,8,38
K.R.S,20.66,97.15,382.0,3507.0,2016,2,9,39
K.R.S,20.37,96.75,317.0,3556.0,2016,2,10,40
K.R.S,20.08,96.35,348.0,3555.0,2016,2,11,41
K.R.S,19.8,95.95,357.0,3554.0,2016,2,12,42
K.R.S,19.52,95.55,431.0,3553.0,2016,2,13,43
K.R.S,19.24,95.15,430.0,3552.0,2016,2,14,44
K.R.S,18.97,94.75,477.0,3548.0,2016,2,15,45
K.R.S,18.69,94.34,426.0,3544.0,2016,2,16,46
K.R.S,18.42,93.93,439.0,3542.0,2016,2,17,47
K.R.S,18.27,93.71,377.0,1963.0,2016,2,18,48
K.R.S,18.27,93.70,400.0,385.0,2016,2,19,49
K.R.S,18.25,93.68,324.0,385.0,2016,2,20,50
K.R.S,18.23,93.64,338.0,552.0,2016,2,21,51
K.R.S,18.2,93.60,371.0,585.0,2016,2,22,52
K.R.S,18.17,93.55,295.0,585.0,2016,2,23,53
K.R.S,18.13,93.50,294.0,584.0,2016,2,24,54
K.R.S,18.11,93.46,370.0,584.0,2016,2,25,55
K.R.S,18.07,93.41,294.0,584.0,2016,2,26,56
K.R.S,18.04,93.36,294.0,584.0,2016,2,27,57
K.R.S,18.01,93.31,294.0,584.0,2016,2,28,58
K.R.S,17.98,93.27,370.0,584.0,2016,2,29,365
K.R.S,17.95,93.22,293.0,583.0,2016,3,1,59
K.R.S,17.92,93.17,293.0,583.0,2016,3,2,60
K.R.S,17.79,92.98,266.0,1612.0,2016,3,3,61
K.R.S,17.58,92.65,291.0,2641.0,2016,3,4,62
K.R.S,17.37,92.32,290.0,2640.0,2016,3,5,63
K.R.S,17.11,91.92,281.0,3636.0,2016,3,6,64
K.R.S,16.81,91.43,298.0,3735.0,2016,3,7,65
K.R.S,16.51,90.94,306.0,3731.0,2016,3,8,66
K.R.S,16.2,90.43,300.0,3777.0,2016,3,9,67
K.R.S,15.89,89.92,313.0,3775.0,2016,3,10,68
K.R.S,15.58,89.40,327.0,499.0,2016,3,11,69
K.R.S,15.28,88.88,349.0,3771.0,2016,3,12,70
K.R.S,15.0,88.38,306.0,3519.0,2016,3,13,71
K.R.S,14.71,87.88,327.0,3517.0,2016,3,14,72
K.R.S,14.43,87.36,268.0,3515.0,2016,3,15,73
K.R.S,14.14,86.84,294.0,3511.0,2016,3,16,74
K.R.S,13.87,86.33,323.0,3406.0,2016,3,17,75
K.R.S,13.59,85.81,293.0,3405.0,2016,3,18,76
K.R.S,13.32,85.29,350.0,3403.0,2016,3,19,77
K.R.S,13.05,84.76,328.0,3400.0,2016,3,20,78
K.R.S,12.77,84.22,316.0,3397.0,2016,3,21,79
K.R.S,12.5,83.67,311.0,3395.0,2016,3,22,80
K.R.S,12.36,83.38,296.0,1865.0,2016,3,23,81
K.R.S,12.34,83.35,245.0,336.0,2016,3,24,82
K.R.S,12.33,83.32,244.0,335.0,2016,3,25,83
K.R.S,12.31,83.29,244.0,335.0,2016,3,26,84
K.R.S,12.3,83.26,244.0,335.0,2016,3,27,85
K.R.S,12.28,83.22,187.0,335.0,2016,3,28,86
K.R.S,12.26,83.18,187.0,335.0,2016,3,29,87
K.R.S,12.24,83.14,187.0,335.0,2016,3,30,88
K.R.S,12.22,83.10,187.0,335.0,2016,3,31,89
K.R.S,12.2,83.06,187.0,335.0,2016,4,1,90
K.R.S,12.18,83.02,215.0,335.0,2016,4,2,91
K.R.S,12.16,82.97,161.0,334.0,2016,4,3,92
K.R.S,12.13,82.92,163.0,334.0,2016,4,4,93
K.R.S,12.09,82.82,175.0,622.0,2016,4,5,94
K.R.S,12.04,82.72,174.0,621.0,2016,4,6,95
K.R.S,11.97,82.58,169.0,836.0,2016,4,7,96
K.R.S,11.77,82.16,153.0,2364.0,2016,4,8,97
K.R.S,11.59,81.78,180.0,2136.0,2016,4,9,98
K.R.S,11.41,81.39,137.0,2121.0,2016,4,10,99
K.R.S,11.31,81.17,128.0,1203.0,2016,4,11,100
K.R.S,11.29,81.12,158.0,324.0,2016,4,12,101
K.R.S,11.26,81.07,157.0,323.0,2016,4,13,102
K.R.S,11.24,81.02,157.0,323.0,2016,4,14,103
K.R.S,11.22,80.97,160.0,323.0,2016,4,15,104
K.R.S,11.2,80.92,162.0,323.0,2016,4,16,105
K.R.S,11.17,80.87,161.0,322.0,2016,4,17,106
K.R.S,11.15,80.82,161.0,322.0,2016,4,18,107
K.R.S,11.13,80.77,166.0,322.0,2016,4,19,108
K.R.S,11.11,80.72,165.0,321.0,2016,4,20,109
K.R.S,11.08,80.67,165.0,321.0,2016,4,21,110
K.R.S,11.06,80.62,164.0,320.0,2016,4,22,111
K.R.S,11.04,80.57,163.0,319.0,2016,4,23,112
K.R.S,11.02,80.52,163.0,319.0,2016,4,24,113
K.R.S,11.0,80.47,163.0,319.0,2016,4,25,114
K.R.S,10.97,80.42,162.0,318.0,2016,4,26,115
K.R.S,10.95,80.37,162.0,318.0,2016,4,27,116
K.R.S,10.92,80.31,109.0,317.0,2016,4,28,117
K.R.S,10.9,80.26,161.0,317.0,2016,4,29,118
K.R.S,10.88,80.21,160.0,316.0,2016,4,30,119
K.R.S,10.86,80.16,169.0,315.0,2016,5,1,120
K.R.S,10.83,80.10,116.0,313.0,2016,5,2,121
K.R.S,10.8,80.04,114.0,311.0,2016,5,3,122
K.R.S,10.78,79.98,113.0,308.0,2016,5,4,123
K.R.S,10.78,79.98,113.0,308.0,2016,5,5,124
K.R.S,10.67,79.73,116.0,709.0,2016,5,6,125
K.R.S,10.63,79.64,115.0,457.0,2016,5,7,126
K.R.S,10.6,79.58,114.0,305.0,2016,5,8,127
K.R.S,10.58,79.53,163.0,304.0,2016,5,9,128
K.R.S,10.55,79.47,113.0,304.0,2016,5,10,129
K.R.S,10.53,79.41,113.0,304.0,2016,5,11,130
K.R.S,10.5,79.35,113.0,304.0,2016,5,12,131
K.R.S,10.48,79.30,163.0,304.0,2016,5,13,132
K.R.S,10.45,79.24,113.0,304.0,2016,5,14,133
K.R.S,10.43,79.19,163.0,304.0,2016,5,15,134
K.R.S,10.41,79.13,113.0,304.0,2016,5,16,135
K.R.S,10.38,79.07,108.0,304.0,2016,5,17,136
K.R.S,10.36,79.02,157.0,303.0,2016,5,18,137
K.R.S,10.34,78.97,155.0,298.0,2016,5,19,138
K.R.S,10.32,78.92,152.0,293.0,2016,5,20,139
K.R.S,10.3,78.87,152.0,293.0,2016,5,21,140
K.R.S,10.27,78.82,152.0,293.0,2016,5,22,141
K.R.S,10.25,78.76,103.0,293.0,2016,5,23,142
K.R.S,10.22,78.70,103.0,293.0,2016,5,24,143
K.R.S,10.2,78.65,152.0,293.0,2016,5,25,144
K.R.S,10.18,78.59,103.0,293.0,2016,5,26,145
K.R.S,10.16,78.54,152.0,293.0,2016,5,27,146
K.R.S,10.11,78.42,124.0,606.0,2016,5,28,147
K.R.S,10.01,78.20,139.0,1107.0,2016,5,29,148
K.R.S,9.88,77.88,166.0,1603.0,2016,5,30,149
K.R.S,9.75,77.55,138.0,1594.0,2016,5,31,150
K.R.S,9.62,77.23,176.0,1585.0,2016,6,1,151
K.R.S,9.49,76.91,162.0,1576.0,2016,6,2,152
K.R.S,9.44,76.78,173.0,689.0,2016,6,3,153
K.R.S,9.42,76.74,184.0,289.0,2016,6,4,154
K.R.S,9.41,76.70,184.0,289.0,2016,6,5,155
K.R.S,9.39,76.65,138.0,289.0,2016,6,6,156
K.R.S,9.37,76.60,138.0,289.0,2016,6,7,157
K.R.S,9.35,76.56,184.0,289.0,2016,6,8,158
K.R.S,9.33,76.52,184.0,289.0,2016,6,9,159
K.R.S,9.32,76.48,184.0,289.0,2016,6,10,160
K.R.S,9.26,76.32,156.0,808.0,2016,6,11,161
K.R.S,9.14,76.03,174.0,1420.0,2016,6,12,162
K.R.S,9.01,75.68,145.0,1614.0,2016,6,13,163
K.R.S,8.81,75.16,160.0,2380.0,2016,6,14,164
K.R.S,8.6,74.59,224.0,2608.0,2016,6,15,165
K.R.S,8.39,74.04,317.0,2594.0,2016,6,16,166
K.R.S,8.19,73.46,293.0,2625.0,2016,6,17,167
K.R.S,7.99,72.92,495.0,2649.0,2016,6,18,168
K.R.S,7.82,72.42,679.0,2612.0,2016,6,19,169
K.R.S,7.65,71.93,721.0,2605.0,2016,6,20,170
K.R.S,7.48,71.42,717.0,2622.0,2016,6,21,171
K.R.S,7.31,70.90,679.0,2611.0,2016,6,22,172
K.R.S,7.14,70.38,743.0,2621.0,2016,6,23,173
K.R.S,6.98,69.86,767.0,2626.0,2016,6,24,174
K.R.S,6.82,69.34,821.0,2631.0,2016,6,25,175
K.R.S,6.81,69.33,924.0,903.0,2016,6,26,176
K.R.S,6.85,69.45,1393.0,905.0,2016,6,27,177
K.R.S,6.86,69.48,1510.0,1344.0,2016,6,28,178
K.R.S,6.91,69.65,2126.0,1459.0,2016,6,29,179
K.R.S,8.25,73.65,17264.0,1686.0,2016,6,30,180
K.R.S,10.06,78.30,23435.0,2503.0,2016,7,1,181
K.R.S,11.65,81.90,21339.0,2848.0,2016,7,2,182
K.R.S,12.81,84.30,16191.0,2628.0,2016,7,3,183
K.R.S,13.64,85.90,12275.0,2669.0,2016,7,4,184
K.R.S,13.96,86.50,7624.0,2590.0,2016,7,5,185
K.R.S,14.84,88.10,11653.0,2644.0,2016,7,6,186
K.R.S,15.53,89.30,11423.0,3362.0,2016,7,7,187
K.R.S,16.0,90.10,9185.0,3642.0,2016,7,8,188
K.R.S,16.39,90.75,8347.0,3709.0,2016,7,9,189
K.R.S,16.73,91.30,7746.0,3743.0,2016,7,10,190
K.R.S,16.95,91.65,6381.0,3766.0,2016,7,11,191
K.R.S,17.68,92.80,12242.0,3696.0,2016,7,12,192
K.R.S,18.87,94.60,19575.0,5673.0,2016,7,13,193
K.R.S,19.7,95.80,19761.0,10087.0,2016,7,14,194
K.R.S,20.16,96.45,14679.0,9245.0,2016,7,15,195
K.R.S,20.51,96.95,11960.0,7721.0,2016,7,16,196
K.R.S,20.77,97.30,10086.0,7017.0,2016,7,17,197
K.R.S,21.02,97.65,9467.0,6387.0,2016,7,18,198
K.R.S,21.13,97.80,7619.0,6237.0,2016,7,19,199
K.R.S,21.22,97.91,6766.0,5732.0,2016,7,20,200
K.R.S,21.47,98.25,8548.0,5501.0,2016,7,21,201
K.R.S,21.67,98.52,8545.0,6087.0,2016,7,22,202
K.R.S,21.81,98.70,7550.0,5877.0,2016,7,23,203
K.R.S,22.11,99.10,9551.0,5935.0,2016,7,24,204
K.R.S,22.25,99.28,7711.0,5994.0,2016,7,25,205
K.R.S,22.42,99.50,7730.0,5655.0,2016,7,26,206
K.R.S,22.5,99.60,6684.0,5683.0,2016,7,27,207
K.R.S,22.54,99.65,5811.0,5257.0,2016,7,28,208
K.R.S,22.5,99.60,7262.0,7603.0,2016,7,29,209
K.R.S,22.28,99.31,5937.0,8427.0,2016,7,30,210
K.R.S,21.98,98.93,4465.0,7746.0,2016,7,31,211
