DISTRICTS,RAINFALL,YEAR,MONTH,DEPARTURE,SEASON
RAICHUR,95.0,2014,5,135.0,SUMMER
BIJAPUR,70.6,2014,5,52.0,SUMMER
CHIKBALLAPURA,104.8,2014,5,51.0,SUMMER
RAMANAGARA,88.8,2014,5,-27.0,SUMMER
BANGALORE RURAL,92.5,2014,5,-1.0,SUMMER
BELAGAVI,82.7,2015,5,10.0,SUMMER
CHIKKAMAGALURU,143.2,2015,5,35.0,SUMMER
DAKSHIN KANNADA,188.8,2015,5,4.0,SUMMER
MANDYA,172.3,2015,5,64.0,SUMMER
BANGALORE URBAN,124.4,2015,5,17.0,SUMMER
BIDAR,26.8,2015,5,-15.0,SUMMER
YADGIR,24.9,2015,5,-32.0,SUMMER
RAICHUR,28.7,2015,5,-29.0,SUMMER
KODAGU,184.0,2015,5,20.0,SUMMER
CHIKBALLAPURA,123.7,2015,5,78.0,SUMMER
UTTAR KANNADA,94.4,2015,5,-17.0,SUMMER
BELGAUM,82.7,2015,5,10.0,SUMMER
CHITRADURGA,106.6,2015,5,64.0,SUMMER
RAMANAGARA,161.3,2015,5,32.0,SUMMER
BANGALORE RURAL,162.1,2015,5,74.0,SUMMER
DHARWAD,76.9,2015,5,-7.0,SUMMER
SHIMOGA,129.7,2015,5,66.0,SUMMER
CHAMARAJANAGAR,148.4,2015,5,13.0,SUMMER
BIJAPUR,24.0,2015,5,-48.0,SUMMER
BELLARY,51.2,2015,5,-12.0,SUMMER
DAVANGERE,130.0,2015,5,76.0,SUMMER
KOPPAL,40.4,2015,5,-20.0,SUMMER
TUMKUR,80.5,2015,5,-8.0,SUMMER
HASSAN,133.0,2015,5,30.0,SUMMER
MYSURU,167.6,2015,5,34.0,SUMMER
HAVERI,109.2,2015,5,39.0,SUMMER
BAGALKOTE,35.5,2015,5,-38.0,SUMMER
KOLAR,107.1,2015,5,44.0,SUMMER
GADAG,46.2,2015,5,-36.0,SUMMER
UDUPI,115.3,2015,5,-41.0,SUMMER
DAVANGERE,76.5,2016,5,3.0,SUMMER
BIDAR,60.8,2016,5,94.0,SUMMER
SHIMOGA,57.9,2016,5,-26.0,SUMMER
YADGIR,23.3,2016,5,-37.0,SUMMER
RAMANAGARA,113.4,2016,5,-7.0,SUMMER
BELLARY,67.9,2016,5,17.0,SUMMER
CHIKBALLAPURA,154.1,2016,5,122.0,SUMMER
VIJAYAPURA,32.9,2016,5,-29.0,SUMMER
BELAGAVI,54.6,2016,5,-27.0,SUMMER
CHITRADURGA,65.8,2016,5,1.0,SUMMER
GADAG,73.4,2016,5,2.0,SUMMER
RAICHUR,33.7,2016,5,-17.0,SUMMER
KOLAR,150.1,2016,5,102.0,SUMMER
CHIKKAMAGALURU,94.1,2016,5,-11.0,SUMMER
KALABURGI,47.0,2016,5,29.0,SUMMER
MANDYA,58.6,2016,5,-44.0,SUMMER
BANGALORE URBAN,132.3,2016,5,24.0,SUMMER
BANGALORE RURAL,146.8,2016,5,58.0,SUMMER
CHAMARAJANAGAR,102.5,2016,5,-22.0,SUMMER
UTTAR KANNADA,67.8,2016,5,-41.0,SUMMER
BELGAUM,54.6,2016,5,-27.0,SUMMER
HAVERI,76.9,2016,5,-2.0,SUMMER
MYSURU,95.5,2016,5,-23.0,SUMMER
KOPPAL,61.0,2016,5,21.0,SUMMER
TUMKUR,82.9,2016,5,-5.0,SUMMER
BAGALKOTE,47.9,2016,5,-16.0,SUMMER
UDUPI,115.2,2016,5,-41.0,SUMMER
DHARWAD,51.5,2016,5,-38.0,SUMMER
DAKSHIN KANNADA,135.0,2016,5,-25.0,SUMMER
KODAGU,148.1,2016,5,-3.0,SUMMER
HASSAN,84.0,2016,5,-18.0,SUMMER
BAGALKOTE,54.8,2017,5,-4.0,SUMMER
CHIKBALLAPURA,147.2,2017,5,112.0,SUMMER
TUMKUR,134.2,2017,5,54.0,SUMMER
KODAGU,176.7,2017,5,16.0,SUMMER
CHITRADURGA,41.1,2017,5,-37.0,SUMMER
DHARWAD,78.0,2017,5,-6.0,SUMMER
DAKSHIN KANNADA,151.1,2017,5,-16.0,SUMMER
RAMANAGARA,283.9,2017,5,132.0,SUMMER
BANGALORE RURAL,207.6,2017,5,123.0,SUMMER
GADAG,73.0,2017,5,2.0,SUMMER
KOPPAL,37.0,2017,5,-27.0,SUMMER
BIDAR,10.6,2017,5,-66.0,SUMMER
BANGALORE URBAN,204.6,2017,5,93.0,SUMMER
BELLARY,55.6,2017,5,-4.0,SUMMER
CHAMARAJANAGAR,206.6,2017,5,57.0,SUMMER
VIJAYAPURA,40.3,2017,5,-13.0,SUMMER
MANDYA,235.4,2017,5,124.0,SUMMER
RAICHUR,31.7,2017,5,-22.0,SUMMER
DAVANGERE,76.4,2017,5,3.0,SUMMER
HASSAN,154.0,2017,5,51.0,SUMMER
UTTAR KANNADA,108.1,2017,5,-5.0,SUMMER
MYSURU,216.8,2017,5,74.0,SUMMER
UDUPI,159.1,2017,5,-18.0,SUMMER
SHIMOGA,107.7,2017,5,37.0,SUMMER
CHIKKAMAGALURU,128.8,2017,5,22.0,SUMMER
HAVERI,73.0,2017,5,-7.0,SUMMER
YADGIR,14.0,2017,5,-62.0,SUMMER
KOLAR,136.8,2017,5,84.0,SUMMER
KALABURGI,25.7,2017,5,-29.0,SUMMER
BELAGAVI,65.0,2017,5,-13.0,SUMMER
UDUPI,352.4,2018,5,82.0,SUMMER
KOLAR,134.5,2018,5,81.0,SUMMER
CHIKKAMAGALURU,254.6,2018,5,140.0,SUMMER
YADGIR,25.8,2018,5,-30.0,SUMMER
BIDAR,22.1,2018,5,-30.0,SUMMER
CHITRADURGA,88.1,2018,5,36.0,SUMMER
MANDYA,241.8,2018,5,130.0,SUMMER
BANGALORE RURAL,178.0,2018,5,91.0,SUMMER
HASSAN,227.2,2018,5,122.0,SUMMER
CHIKBALLAPURA,123.1,2018,5,77.0,SUMMER
GADAG,198.8,2018,5,177.0,SUMMER
DAVANGERE,134.1,2018,5,81.0,SUMMER
KOPPAL,99.7,2018,5,97.0,SUMMER
BANGALORE URBAN,196.9,2018,5,85.0,SUMMER
HAVERI,176.9,2018,5,125.0,SUMMER
VIJAYAPURA,68.9,2018,5,48.0,SUMMER
RAICHUR,19.6,2018,5,-52.0,SUMMER
BAGALKOTE,75.0,2018,5,31.0,SUMMER
MYSURU,238.1,2018,5,91.0,SUMMER
UTTAR KANNADA,151.5,2018,5,33.0,SUMMER
KALABURGI,43.8,2018,5,20.0,SUMMER
KODAGU,319.6,2018,5,109.0,SUMMER
TUMKUR,101.3,2018,5,16.0,SUMMER
DHARWAD,183.6,2018,5,122.0,SUMMER
SHIMOGA,146.0,2018,5,86.0,SUMMER
CHAMARAJANAGAR,170.4,2018,5,30.0,SUMMER
DAKSHIN KANNADA,474.5,2018,5,162.0,SUMMER
BELAGAVI,89.7,2018,5,20.0,SUMMER
BELLARY,60.9,2018,5,5.0,SUMMER
RAMANAGARA,263.5,2018,5,115.0,SUMMER
CHIKKAMAGALURU,49.7,2019,5,-48.0,SUMMER
HASSAN,113.5,2019,5,20.0,SUMMER
KODAGU,63.6,2019,5,-57.0,SUMMER
MYSURU,150.8,2019,5,31.0,SUMMER
MYSURU,128.4,2020,5,12.0,SUMMER
HASSAN,161.0,2020,5,70.0,SUMMER
KODAGU,201.8,2020,5,38.0,SUMMER
CHIKKAMAGALURU,139.2,2020,5,45.0,SUMMER
MYSURU,69.8,2008,6,0.0,SUMMER
UDUPI,1173.8,2008,6,7.0,SUMMER
KOLAR,40.6,2008,6,-28.0,SUMMER
BIDAR,116.3,2008,6,-19.0,SUMMER
BANGALORE URBAN,59.2,2008,6,0.0,SUMMER
DHARWAD,80.7,2008,6,-25.0,SUMMER
DAKSHIN KANNADA,999.0,2008,6,4.0,SUMMER
BELLARY,33.6,2008,6,-52.0,SUMMER
DAVANGERE,61.8,2008,6,-10.0,SUMMER
RAICHUR,18.7,2008,6,-78.0,SUMMER
HASSAN,132.0,2008,6,-38.0,SUMMER
GULBARGA,62.2,2008,6,-49.0,SUMMER
CHAMARAJANAGAR,55.2,2008,6,0.0,SUMMER
KODAGU,513.2,2008,6,26.0,SUMMER
KOPPAL,29.8,2008,6,-57.0,SUMMER
TUMKUR,77.8,2008,6,31.0,SUMMER
BAGALKOTE,46.5,2008,6,-37.0,SUMMER
CHITRADURGA,42.6,2008,6,-10.0,SUMMER
BIJAPUR,22.8,2008,6,-74.0,SUMMER
HAVERI,105.2,2008,6,12.0,SUMMER
UTTAR KANNADA,697.5,2008,6,-13.0,SUMMER
GADAG,64.4,2008,6,-19.0,SUMMER
BANGALORE RURAL,11.8,2008,6,-82.0,SUMMER
SHIMOGA,414.6,2008,6,12.0,SUMMER
BELGAUM,127.0,2008,6,28.0,SUMMER
MANDYA,89.7,2008,6,97.0,SUMMER
CHIKKAMAGALURU,402.5,2008,6,37.0,SUMMER
BELLARY,76.9,2009,6,9.0,SUMMER
HASSAN,69.3,2009,6,-67.0,SUMMER
BANGALORE RURAL,96.3,2009,6,50.0,SUMMER
KODAGU,219.1,2009,6,-46.0,SUMMER
UDUPI,659.3,2009,6,-40.0,SUMMER
BELGAUM,113.7,2009,6,15.0,SUMMER
BAGALKOTE,119.0,2009,6,62.0,SUMMER
KOPPAL,61.8,2009,6,-11.0,SUMMER
HAVERI,65.8,2009,6,-30.0,SUMMER
RAICHUR,67.0,2009,6,-20.0,SUMMER
TUMKUR,81.4,2009,6,37.0,SUMMER
KOLAR,78.9,2009,6,40.0,SUMMER
SHIMOGA,195.2,2009,6,-47.0,SUMMER
UTTAR KANNADA,428.0,2009,6,-47.0,SUMMER
CHITRADURGA,61.8,2009,6,31.0,SUMMER
DHARWAD,119.3,2009,6,11.0,SUMMER
BIDAR,81.5,2009,6,-43.0,SUMMER
GADAG,88.2,2009,6,11.0,SUMMER
BANGALORE URBAN,125.4,2009,6,111.0,SUMMER
DAVANGERE,99.0,2009,6,44.0,SUMMER
CHAMARAJANAGAR,37.1,2009,6,-33.0,SUMMER
MANDYA,36.6,2009,6,-20.0,SUMMER
CHIKKAMAGALURU,170.4,2009,6,-42.0,SUMMER
GULBARGA,98.8,2009,6,-19.0,SUMMER
BIJAPUR,92.1,2009,6,3.0,SUMMER
DAKSHIN KANNADA,500.7,2009,6,-48.0,SUMMER
MYSURU,30.9,2009,6,-56.0,SUMMER
MANDYA,91.2,2010,6,100.0,SUMMER
HAVERI,121.3,2010,6,29.0,SUMMER
KOLAR,147.4,2010,6,165.0,SUMMER
KODAGU,325.1,2010,6,-20.0,SUMMER
BELGAUM,185.5,2010,6,87.0,SUMMER
CHIKBALLAPURA,92.9,2010,6,56.0,SUMMER
UDUPI,989.6,2010,6,-10.0,SUMMER
BELLARY,58.7,2010,6,-17.0,SUMMER
DHARWAD,82.9,2010,6,-23.0,SUMMER
SHIMOGA,383.0,2010,6,-5.0,SUMMER
BIDAR,91.5,2010,6,-36.0,SUMMER
BANGALORE RURAL,141.4,2010,6,136.0,SUMMER
BANGALORE URBAN,67.3,2010,6,-4.0,SUMMER
KOPPAL,70.2,2010,6,1.0,SUMMER
GADAG,70.7,2010,6,-11.0,SUMMER
DAVANGERE,77.4,2010,6,15.0,SUMMER
HASSAN,106.2,2010,6,-50.0,SUMMER
CHITRADURGA,44.0,2010,6,-7.0,SUMMER
MYSURU,93.7,2010,6,35.0,SUMMER
CHIKKAMAGALURU,278.3,2010,6,-5.0,SUMMER
RAICHUR,107.4,2010,6,29.0,SUMMER
CHAMARAJANAGAR,66.8,2010,6,21.0,SUMMER
BIJAPUR,95.1,2010,6,7.0,SUMMER
UTTAR KANNADA,625.0,2010,6,-22.0,SUMMER
RAMANAGARA,53.8,2010,6,-15.0,SUMMER
DAKSHIN KANNADA,843.7,2010,6,-12.0,SUMMER
TUMKUR,74.6,2010,6,26.0,SUMMER
GULBARGA,117.9,2010,6,-4.0,SUMMER
BAGALKOTE,109.7,2010,6,50.0,SUMMER
DAKSHIN KANNADA,1049.0,2011,6,7.0,SUMMER
RAICHUR,68.1,2011,6,-17.0,SUMMER
YADGIR,50.8,2011,6,-57.0,SUMMER
UTTAR KANNADA,948.3,2011,6,28.0,SUMMER
MYSURU,70.9,2011,6,-11.0,SUMMER
BIJAPUR,59.0,2011,6,-38.0,SUMMER
TUMKUR,56.8,2011,6,-8.0,SUMMER
HAVERI,128.4,2011,6,12.0,SUMMER
GULBARGA,72.7,2011,6,-36.0,SUMMER
RAMANAGARA,48.5,2011,6,-34.0,SUMMER
BIDAR,59.7,2011,6,-56.0,SUMMER
GADAG,55.3,2011,6,-35.0,SUMMER
SHIMOGA,549.0,2011,6,58.0,SUMMER
BELLARY,75.8,2011,6,5.0,SUMMER
DHARWAD,153.1,2011,6,35.0,SUMMER
MANDYA,18.2,2011,6,-63.0,SUMMER
KOLAR,45.2,2011,6,-29.0,SUMMER
CHAMARAJANAGAR,61.5,2011,6,0.0,SUMMER
BELGAUM,180.3,2011,6,38.0,SUMMER
UDUPI,1443.5,2011,6,34.0,SUMMER
KODAGU,723.7,2011,6,33.0,SUMMER
CHITRADURGA,46.9,2011,6,-7.0,SUMMER
BANGALORE RURAL,47.4,2011,6,-33.0,SUMMER
DAVANGERE,96.3,2011,6,22.0,SUMMER
KOPPAL,52.0,2011,6,-28.0,SUMMER
HASSAN,123.7,2011,6,-1.0,SUMMER
CHIKKAMAGALURU,437.8,2011,6,11.0,SUMMER
BANGALORE URBAN,54.5,2011,6,-26.0,SUMMER
BAGALKOTE,74.9,2011,6,-6.0,SUMMER
CHIKBALLAPURA,27.1,2011,6,-58.0,SUMMER
CHIKKAMAGALURU,196.4,2012,6,-50.0,SUMMER
BELLARY,21.9,2012,6,-70.0,SUMMER
GULBARGA,97.5,2012,6,-14.0,SUMMER
MYSURU,35.5,2012,6,-55.0,SUMMER
YADGIR,68.4,2012,6,-41.0,SUMMER
KODAGU,273.3,2012,6,-50.0,SUMMER
RAICHUR,24.9,2012,6,-70.0,SUMMER
CHITRADURGA,20.3,2012,6,-60.0,SUMMER
MANDYA,13.6,2012,6,-72.0,SUMMER
BIJAPUR,33.0,2012,6,-65.0,SUMMER
KOLAR,35.2,2012,6,-44.0,SUMMER
HAVERI,46.2,2012,6,-60.0,SUMMER
HASSAN,39.6,2012,6,-68.0,SUMMER
CHAMARAJANAGAR,10.6,2012,6,-83.0,SUMMER
GADAG,28.9,2012,6,-66.0,SUMMER
DAVANGERE,35.7,2012,6,-55.0,SUMMER
BAGALKOTE,33.2,2012,6,-59.0,SUMMER
CHIKBALLAPURA,25.4,2012,6,-60.0,SUMMER
UDUPI,1103.3,2012,6,2.0,SUMMER
UTTAR KANNADA,675.2,2012,6,-9.0,SUMMER
KOPPAL,22.6,2012,6,-69.0,SUMMER
DHARWAD,50.8,2012,6,-55.0,SUMMER
BIDAR,149.4,2012,6,9.0,SUMMER
BELGAUM,54.7,2012,6,-58.0,SUMMER
SHIMOGA,284.8,2012,6,-18.0,SUMMER
TUMKUR,17.2,2012,6,-72.0,SUMMER
BANGALORE URBAN,9.2,2012,6,-88.0,SUMMER
DAKSHIN KANNADA,749.9,2012,6,-23.0,SUMMER
RAMANAGARA,10.0,2012,6,-86.0,SUMMER
BANGALORE RURAL,20.4,2012,6,-71.0,SUMMER
UTTAR KANNADA,854.8,2013,6,15.0,SUMMER
CHIKBALLAPURA,60.0,2013,6,-7.0,SUMMER
DAVANGERE,110.7,2013,6,41.0,SUMMER
BIJAPUR,86.9,2013,6,-8.0,SUMMER
BANGALORE RURAL,81.5,2013,6,14.0,SUMMER
MANDYA,50.0,2013,6,3.0,SUMMER
BELGAUM,128.5,2013,6,-1.0,SUMMER
BELAGAVI,128.5,2013,6,-1.0,SUMMER
GADAG,79.9,2013,6,-6.0,SUMMER
HAVERI,125.4,2013,6,9.0,SUMMER
BANGALORE URBAN,93.1,2013,6,26.0,SUMMER
RAMANAGARA,90.7,2013,6,24.0,SUMMER
KOLAR,55.6,2013,6,-12.0,SUMMER
DHARWAD,86.2,2013,6,-24.0,SUMMER
MYSURU,105.8,2013,6,33.0,SUMMER
GULBARGA,112.7,2013,6,0.0,SUMMER
HASSAN,155.8,2013,6,25.0,SUMMER
CHITRADURGA,86.8,2013,6,72.0,SUMMER
KOPPAL,81.3,2013,6,13.0,SUMMER
TUMKUR,59.8,2013,6,-3.0,SUMMER
BIDAR,133.2,2013,6,-3.0,SUMMER
CHIKKAMAGALURU,389.4,2013,6,-1.0,SUMMER
KODAGU,711.0,2013,6,31.0,SUMMER
UDUPI,1339.7,2013,6,24.0,SUMMER
RAICHUR,105.8,2013,6,29.0,SUMMER
YADGIR,62.5,2013,6,-46.0,SUMMER
BAGALKOTE,59.4,2013,6,-26.0,SUMMER
DAKSHIN KANNADA,1228.1,2013,6,26.0,SUMMER
SHIMOGA,527.4,2013,6,52.0,SUMMER
CHAMARAJANAGAR,46.5,2013,6,-25.0,SUMMER
BELLARY,94.9,2013,6,31.0,SUMMER
DAKSHIN KANNADA,496.5,2014,6,-49.0,SUMMER
DHARWAD,42.5,2014,6,-63.0,SUMMER
UTTAR KANNADA,447.4,2014,6,-40.0,SUMMER
BELGAUM,78.3,2014,6,-40.0,SUMMER
SHIMOGA,303.3,2014,6,-13.0,SUMMER
BANGALORE URBAN,93.7,2014,6,27.0,SUMMER
KOLAR,71.7,2014,6,13.0,SUMMER
BANGALORE RURAL,61.4,2014,6,-14.0,SUMMER
BIJAPUR,32.6,2014,6,-66.0,SUMMER
TUMKUR,66.6,2014,6,8.0,SUMMER
BAGALKOTE,47.8,2014,6,-40.0,SUMMER
CHIKKAMAGALURU,175.4,2014,6,-56.0,SUMMER
CHIKBALLAPURA,60.5,2014,6,-6.0,SUMMER
BELAGAVI,78.3,2014,6,-40.0,SUMMER
RAMANAGARA,91.0,2014,6,24.0,SUMMER
CHITRADURGA,55.9,2014,6,11.0,SUMMER
MANDYA,57.3,2014,6,18.0,SUMMER
KOPPAL,50.5,2014,6,-30.0,SUMMER
HAVERI,77.9,2014,6,-32.0,SUMMER
GULBARGA,42.6,2014,6,-62.0,SUMMER
UDUPI,617.0,2014,6,-43.0,SUMMER
KODAGU,282.6,2014,6,-48.0,SUMMER
GADAG,61.3,2014,6,-28.0,SUMMER
YADGIR,21.4,2014,6,-82.0,SUMMER
BIDAR,52.5,2014,6,-62.0,SUMMER
RAICHUR,32.4,2014,6,-60.0,SUMMER
MYSURU,66.6,2014,6,-16.0,SUMMER
HASSAN,70.4,2014,6,-44.0,SUMMER
DAVANGERE,66.2,2014,6,-16.0,SUMMER
BELLARY,86.8,2014,6,20.0,SUMMER
CHAMARAJANAGAR,47.8,2014,6,-23.0,SUMMER
YADGIR,58.8,2015,6,-50.0,SUMMER
GADAG,88.6,2015,6,4.0,SUMMER
BAGALKOTE,60.8,2015,6,-24.0,SUMMER
SHIMOGA,568.0,2015,6,64.0,SUMMER
UTTAR KANNADA,664.5,2015,6,-10.0,SUMMER
UDUPI,841.1,2015,6,-22.0,SUMMER
RAMANAGARA,80.2,2015,6,10.0,SUMMER
KODAGU,922.1,2015,6,70.0,SUMMER
HAVERI,172.3,2015,6,50.0,SUMMER
MANDYA,72.2,2015,6,48.0,SUMMER
BELLARY,69.9,2015,6,-4.0,SUMMER
RAICHUR,25.1,2015,6,-69.0,SUMMER
BANGALORE URBAN,80.4,2015,6,9.0,SUMMER
BELAGAVI,164.8,2015,6,26.0,SUMMER
CHITRADURGA,74.7,2015,6,48.0,SUMMER
CHIKKAMAGALURU,479.6,2015,6,21.0,SUMMER
HASSAN,231.3,2015,6,85.0,SUMMER
BIDAR,88.1,2015,6,-36.0,SUMMER
BIJAPUR,49.0,2015,6,-48.0,SUMMER
BANGALORE RURAL,107.5,2015,6,51.0,SUMMER
KOPPAL,61.0,2015,6,-16.0,SUMMER
DAKSHIN KANNADA,732.3,2015,6,-25.0,SUMMER
DHARWAD,161.3,2015,6,42.0,SUMMER
MYSURU,182.4,2015,6,129.0,SUMMER
TUMKUR,75.5,2015,6,23.0,SUMMER
DAVANGERE,93.3,2015,6,19.0,SUMMER
BELGAUM,164.8,2015,6,26.0,SUMMER
CHIKBALLAPURA,50.0,2015,6,-22.0,SUMMER
CHAMARAJANAGAR,86.1,2015,6,39.0,SUMMER
KOLAR,69.6,2015,6,10.0,SUMMER
BIDAR,263.7,2016,6,92.0,SUMMER
BANGALORE RURAL,141.3,2016,6,98.0,SUMMER
UDUPI,1326.2,2016,6,23.0,SUMMER
YADGIR,96.0,2016,6,-18.0,SUMMER
CHAMARAJANAGAR,62.9,2016,6,2.0,SUMMER
RAICHUR,125.8,2016,6,54.0,SUMMER
GADAG,99.5,2016,6,17.0,SUMMER
BAGALKOTE,110.6,2016,6,38.0,SUMMER
TUMKUR,123.5,2016,6,101.0,SUMMER
BANGALORE URBAN,164.0,2016,6,122.0,SUMMER
DAKSHIN KANNADA,949.0,2016,6,-3.0,SUMMER
HAVERI,163.7,2016,6,43.0,SUMMER
CHIKKAMAGALURU,313.9,2016,6,-21.0,SUMMER
DHARWAD,121.1,2016,6,6.0,SUMMER
KALABURGI,173.1,2016,6,53.0,SUMMER
KOPPAL,147.0,2016,6,104.0,SUMMER
DAVANGERE,147.6,2016,6,88.0,SUMMER
KODAGU,525.8,2016,6,-3.0,SUMMER
SHIMOGA,399.2,2016,6,15.0,SUMMER
BELLARY,128.5,2016,6,77.0,SUMMER
CHIKBALLAPURA,103.7,2016,6,61.0,SUMMER
CHITRADURGA,78.5,2016,6,55.0,SUMMER
MYSURU,119.2,2016,6,50.0,SUMMER
RAMANAGARA,72.9,2016,6,0.0,SUMMER
MANDYA,71.6,2016,6,47.0,SUMMER
KOLAR,120.8,2016,6,91.0,SUMMER
UTTAR KANNADA,842.8,2016,6,14.0,SUMMER
BELAGAVI,122.4,2016,6,-6.0,SUMMER
HASSAN,147.6,2016,6,18.0,SUMMER
VIJAYAPURA,95.4,2016,6,1.0,SUMMER
BELGAUM,122.4,2016,6,-6.0,SUMMER
SHIMOGA,355.0,2017,6,2.0,SUMMER
TUMKUR,40.5,2017,6,-34.0,SUMMER
CHIKKAMAGALURU,279.8,2017,6,-29.0,SUMMER
HASSAN,80.7,2017,6,-35.0,SUMMER
GADAG,34.3,2017,6,-60.0,SUMMER
YADGIR,163.7,2017,6,40.0,SUMMER
HAVERI,54.6,2017,6,-52.0,SUMMER
BANGALORE RURAL,27.6,2017,6,-61.0,SUMMER
BAGALKOTE,80.0,2017,6,0.0,SUMMER
BELLARY,58.1,2017,6,-20.0,SUMMER
BELAGAVI,138.1,2017,6,6.0,SUMMER
UDUPI,1192.4,2017,6,10.0,SUMMER
CHAMARAJANAGAR,12.3,2017,6,-80.0,SUMMER
BIDAR,212.0,2017,6,55.0,SUMMER
DAKSHIN KANNADA,843.9,2017,6,-14.0,SUMMER
VIJAYAPURA,120.7,2017,6,28.0,SUMMER
KALABURGI,229.5,2017,6,103.0,SUMMER
KODAGU,402.4,2017,6,-26.0,SUMMER
KOLAR,93.9,2017,6,48.0,SUMMER
MANDYA,27.0,2017,6,-45.0,SUMMER
DAVANGERE,53.0,2017,6,-33.0,SUMMER
CHITRADURGA,35.1,2017,6,-31.0,SUMMER
MYSURU,44.2,2017,6,-45.0,SUMMER
CHIKBALLAPURA,44.1,2017,6,-31.0,SUMMER
RAMANAGARA,32.5,2017,6,-56.0,SUMMER
BANGALORE URBAN,32.0,2017,6,-57.0,SUMMER
KOPPAL,134.7,2017,6,86.0,SUMMER
RAICHUR,89.7,2017,6,10.0,SUMMER
UTTAR KANNADA,699.3,2017,6,-6.0,SUMMER
DHARWAD,58.1,2017,6,-49.0,SUMMER
YADGIR,62.5,2018,6,-46.0,SUMMER
UDUPI,1345.0,2018,6,24.0,SUMMER
TUMKUR,63.9,2018,6,4.0,SUMMER
HASSAN,246.9,2018,6,98.0,SUMMER
SHIMOGA,372.8,2018,6,7.0,SUMMER
HAVERI,101.9,2018,6,-11.0,SUMMER
BIDAR,135.2,2018,6,-1.0,SUMMER
BELAGAVI,164.8,2018,6,26.0,SUMMER
DAKSHIN KANNADA,1185.6,2018,6,21.0,SUMMER
MANDYA,71.6,2018,6,47.0,SUMMER
KALABURGI,136.5,2018,6,21.0,SUMMER
RAMANAGARA,93.1,2018,6,27.0,SUMMER
UTTAR KANNADA,812.4,2018,6,10.0,SUMMER
MYSURU,109.6,2018,6,38.0,SUMMER
CHITRADURGA,68.5,2018,6,36.0,SUMMER
CHIKKAMAGALURU,531.0,2018,6,34.0,SUMMER
BANGALORE URBAN,71.1,2018,6,-4.0,SUMMER
KOPPAL,85.9,2018,6,19.0,SUMMER
BANGALORE RURAL,77.4,2018,6,9.0,SUMMER
VIJAYAPURA,75.7,2018,6,-20.0,SUMMER
BAGALKOTE,68.7,2018,6,-14.0,SUMMER
RAICHUR,81.9,2018,6,0.0,SUMMER
CHAMARAJANAGAR,36.3,2018,6,-41.0,SUMMER
BELLARY,60.2,2018,6,-17.0,SUMMER
KODAGU,909.6,2018,6,68.0,SUMMER
GADAG,92.8,2018,6,9.0,SUMMER
CHIKBALLAPURA,53.3,2018,6,-17.0,SUMMER
DHARWAD,113.5,2018,6,0.0,SUMMER
KOLAR,42.9,2018,6,-32.0,SUMMER
DAVANGERE,72.5,2018,6,-8.0,SUMMER
CHIKKAMAGALURU,199.5,2019,6,-45.0,SUMMER
HASSAN,91.6,2019,6,-36.0,SUMMER
KODAGU,287.9,2019,6,-49.0,SUMMER
MYSURU,62.4,2019,6,-23.0,SUMMER
MYSURU,72.7,2020,6,-11.0,SUMMER
HASSAN,111.3,2020,6,-23.0,SUMMER
KODAGU,412.2,2020,6,-28.0,SUMMER
CHIKKAMAGALURU,266.7,2020,6,-26.0,SUMMER
BANGALORE RURAL,149.1,2008,7,63.0,MONSOON
MYSURU,106.5,2008,7,3.0,MONSOON
TUMKUR,139.1,2008,7,89.0,MONSOON
BIJAPUR,34.1,2008,7,-60.0,MONSOON
KODAGU,575.6,2008,7,-20.0,MONSOON
GADAG,40.1,2008,7,-44.0,MONSOON
DHARWAD,92.6,2008,7,-38.0,MONSOON
DAKSHIN KANNADA,730.4,2008,7,-38.0,MONSOON
MANDYA,85.8,2008,7,63.0,MONSOON
UTTAR KANNADA,545.6,2008,7,-51.0,MONSOON
CHITRADURGA,61.2,2008,7,-2.0,MONSOON
KOPPAL,29.0,2008,7,-63.0,MONSOON
BIDAR,127.0,2008,7,-35.0,MONSOON
BANGALORE URBAN,182.5,2008,7,153.0,MONSOON
KOLAR,147.8,2008,7,77.0,MONSOON
BELGAUM,79.1,2008,7,-49.0,MONSOON
HASSAN,193.4,2008,7,-51.0,MONSOON
BAGALKOTE,28.3,2008,7,-63.0,MONSOON
HAVERI,82.5,2008,7,-47.0,MONSOON
UDUPI,712.6,2008,7,-49.0,MONSOON
BELLARY,31.6,2008,7,-62.0,MONSOON
GULBARGA,102.9,2008,7,-34.0,MONSOON
SHIMOGA,446.5,2008,7,-36.0,MONSOON
CHAMARAJANAGAR,82.2,2008,7,26.0,MONSOON
DAVANGERE,60.2,2008,7,-41.0,MONSOON
CHIKKAMAGALURU,480.8,2008,7,-17.0,MONSOON
RAICHUR,47.2,2008,7,-59.0,MONSOON
GADAG,60.6,2009,7,-16.0,MONSOON
KOPPAL,27.8,2009,7,-64.0,MONSOON
RAICHUR,13.4,2009,7,-88.0,MONSOON
KOLAR,18.0,2009,7,-78.0,MONSOON
BAGALKOTE,41.7,2009,7,-45.0,MONSOON
SHIMOGA,1323.5,2009,7,90.0,MONSOON
TUMKUR,42.9,2009,7,-42.0,MONSOON
UTTAR KANNADA,1412.6,2009,7,27.0,MONSOON
CHITRADURGA,55.3,2009,7,-12.0,MONSOON
CHAMARAJANAGAR,78.9,2009,7,21.0,MONSOON
